Age,Experience,Income,Family ,CCAvg,Mortgage,PersonalLoan
61,35,63,3,2.2,0,reject
36,12,150,4,5.4,0,accept
58,33,142,2,3.9,193,reject
42,17,74,3,3,0,reject
30,4,24,1,0.4,81,reject
45,20,29,4,1.9,0,reject
39,15,79,4,2.4,0,reject
27,3,94,2,0.2,310,reject
57,33,121,1,4.3,0,reject
34,10,54,3,2,0,reject
64,39,73,3,2.4,0,reject
47,23,71,1,0.8,127,reject
44,17,29,3,1,0,reject
51,27,93,1,2.7,0,reject
40,14,73,1,1.5,252,reject
57,32,19,4,0.9,0,reject
33,8,58,2,0.1,0,reject
46,20,39,1,0.2,0,reject
41,16,23,2,1.4,0,reject
33,7,29,1,0.6,127,reject
27,2,155,1,0.8,0,reject
52,28,90,1,2.6,0,reject
59,33,113,2,2,77,reject
62,38,42,1,1.8,0,reject
49,25,30,4,0.2,0,reject
45,19,19,3,0.5,0,reject
63,37,124,3,5,170,accept
57,31,30,2,0.7,145,reject
60,30,28,1,1.5,124,reject
50,23,15,2,1,101,reject
54,30,70,1,1.6,265,reject
28,2,10,1,0.1,0,reject
60,34,22,3,0.3,139,reject
44,20,70,4,1.9,0,reject
61,35,61,1,1.6,0,reject
40,15,161,2,3.3,0,reject
54,30,29,2,0.8,0,reject
43,19,35,3,0.5,0,reject
54,28,48,4,2.8,0,reject
32,7,44,4,0.8,0,reject
24,0,88,3,0.8,134,reject
30,4,40,4,2.1,0,reject
61,36,21,4,0.4,123,reject
40,14,58,2,2.8,0,reject
35,11,59,4,0.1,0,reject
33,3,74,4,4,0,reject
63,37,84,4,1.9,0,reject
57,31,58,1,0.2,177,reject
44,19,154,2,8.8,0,reject
51,25,185,1,1.7,0,reject
51,26,78,1,1.2,305,reject
38,13,55,2,1.1,0,reject
31,5,30,4,0.3,0,reject
54,29,74,3,2,0,reject
41,16,118,2,3.3,0,reject
57,33,182,2,3.3,372,accept
24,-2,82,2,1.6,0,reject
55,29,29,4,1.5,79,reject
32,6,120,4,5.4,301,accept
38,12,53,2,2.4,0,reject
58,32,43,3,1.4,0,reject
29,4,59,4,2.2,232,reject
43,17,84,4,2.6,289,reject
50,24,161,3,3.4,212,accept
62,37,21,4,0.4,137,reject
57,32,63,4,0.7,0,reject
30,3,172,3,3.4,0,accept
30,4,51,4,0.2,172,reject
57,33,24,4,0.7,0,reject
57,33,95,2,1.6,0,reject
43,18,59,1,2.4,250,reject
28,2,51,4,1.8,0,reject
46,22,28,1,1,84,reject
29,3,154,2,2,130,reject
64,40,15,2,0.3,115,reject
66,36,55,4,1.67,0,reject
23,-1,149,1,6.33,305,reject
60,36,79,1,1.8,0,reject
47,21,68,4,2.6,0,reject
35,10,78,1,2.6,0,reject
57,32,34,2,2,0,reject
65,41,195,3,0.4,0,accept
53,28,184,1,8.1,303,reject
44,20,85,2,3.2,0,reject
45,20,200,2,8.8,0,reject
41,16,64,3,0.5,0,reject
51,27,88,1,2.6,0,reject
27,1,42,3,2.4,0,reject
31,5,91,3,1.6,126,reject
32,6,38,1,0.3,0,reject
55,30,28,1,1.5,0,reject
55,30,32,4,0.1,0,reject
42,18,31,1,0.3,0,reject
33,9,22,4,0.4,103,reject
65,40,95,3,3.7,138,accept
35,10,74,4,1.3,0,reject
55,30,22,1,1.5,91,reject
28,4,43,3,0.1,0,reject
27,3,43,1,1,0,reject
51,27,112,3,1.8,0,reject
50,23,9,2,1,0,reject
58,33,81,2,0,0,reject
46,20,131,1,5.7,256,reject
62,32,19,1,1.5,0,reject
38,13,62,3,0.7,0,reject
62,37,19,4,0.4,124,reject
56,32,8,2,0.3,0,reject
61,36,193,1,4.7,203,accept
38,13,129,4,4.4,140,accept
55,29,30,4,0.7,0,reject
30,4,80,4,1.8,0,reject
41,15,22,4,1.5,0,reject
57,32,33,1,1.5,0,reject
36,11,64,4,2.1,0,reject
55,29,60,3,2.2,84,reject
30,4,81,1,2.9,259,reject
40,16,45,3,0.6,204,reject
32,6,112,4,1.8,0,reject
59,34,83,2,3.4,0,accept
44,20,180,2,7.6,524,reject
51,26,28,4,0.2,0,reject
37,12,169,2,5.2,249,accept
59,35,14,4,0.7,0,reject
37,11,43,1,2,0,reject
56,32,88,2,0.3,0,reject
55,29,78,4,2.6,0,reject
49,24,68,1,0.2,163,reject
46,22,144,2,3.3,0,reject
35,9,30,4,1,163,reject
47,21,120,1,0,135,reject
39,14,24,2,0.3,0,reject
27,1,78,4,2.3,157,reject
62,36,135,2,5.2,0,accept
57,32,44,2,1.6,0,reject
55,30,73,4,3.8,0,reject
55,31,90,1,2.7,0,reject
41,15,58,3,0.5,0,reject
57,32,75,2,3.7,236,reject
43,19,174,3,1.7,231,accept
40,16,50,2,1.7,174,reject
43,18,85,1,4,287,reject
63,38,54,3,2.2,0,reject
63,38,83,2,3.4,0,accept
54,30,24,4,0.2,0,reject
54,30,45,4,1.1,205,reject
52,26,68,1,0.8,0,reject
50,26,48,4,0.1,0,reject
38,13,114,1,1,0,reject
36,12,142,3,2.3,0,accept
58,33,52,3,0.5,0,reject
46,22,142,2,3.3,0,reject
50,25,15,1,0.4,0,reject
46,22,118,1,4.7,159,reject
53,27,101,4,4.9,0,reject
62,36,84,2,2.8,0,reject
63,39,32,1,1.9,100,reject
42,16,64,3,0.5,247,reject
34,10,81,4,3.4,0,reject
40,14,28,4,1.5,0,reject
34,9,93,1,0,0,reject
41,15,185,1,3.6,0,accept
32,8,42,1,1.8,0,reject
28,3,45,2,1.6,0,reject
33,6,49,2,1.67,214,reject
46,20,69,3,2.1,0,reject
52,27,94,1,2.8,333,reject
60,35,18,1,1.5,0,reject
59,35,8,4,0.7,91,reject
57,32,55,4,2.1,108,reject
46,20,85,2,0.4,0,reject
25,1,62,4,0,229,reject
53,23,65,4,2,0,reject
38,12,138,2,0,0,reject
63,38,103,1,2.5,0,reject
44,19,99,3,3.5,357,accept
50,24,152,1,7.3,0,reject
28,3,25,2,0.9,140,reject
27,3,98,2,2.5,361,reject
52,27,39,2,0.7,166,reject
50,25,40,1,1.3,0,reject
39,13,58,3,2.1,169,reject
50,26,192,2,1.8,301,accept
60,34,62,1,0.8,0,reject
30,5,69,1,0.8,0,reject
31,5,40,4,1.3,170,reject
39,15,61,2,0.6,127,reject
29,3,30,4,0.3,157,reject
54,29,29,1,1.5,97,reject
35,8,41,2,1,0,reject
27,3,118,1,3.3,0,accept
45,20,109,1,7,366,reject
58,33,122,4,0.2,0,accept
62,37,50,3,1.5,169,reject
28,4,43,3,0.1,0,reject
32,7,108,1,4.6,0,reject
29,4,110,4,2.5,0,accept
41,17,20,1,1.4,0,reject
61,35,112,4,1.7,0,reject
56,32,25,1,0.1,136,reject
37,12,42,3,0.7,0,reject
60,34,29,2,0.3,0,reject
49,23,84,3,2.1,134,reject
43,17,81,4,2.6,0,reject
53,28,55,4,0.9,119,reject
35,11,40,1,2.4,0,reject
56,30,145,4,5.7,0,accept
41,16,175,2,1.1,0,accept
36,6,78,4,1.8,163,reject
56,32,51,4,1.5,0,reject
64,34,50,4,1.67,0,reject
51,27,21,3,0.4,0,reject
49,24,79,1,0.2,83,reject
43,18,84,1,4,0,reject
51,26,34,4,0.4,0,reject
55,31,73,4,1.6,0,reject
62,37,90,3,0.5,0,reject
35,10,23,4,0.2,0,reject
53,27,145,2,6.1,294,accept
33,7,54,4,0.2,141,reject
43,17,49,3,2.2,103,reject
58,32,51,1,2.8,0,reject
63,38,8,4,0.6,0,reject
31,6,62,1,1,0,reject
36,6,25,1,0.67,0,reject
30,0,63,2,1.75,0,reject
59,34,24,2,0.2,86,reject
28,2,11,1,0.1,0,reject
59,34,23,1,0.1,0,reject
47,22,33,1,1.4,0,reject
47,21,83,1,3.8,97,accept
56,30,39,3,1.4,131,reject
41,17,138,3,6.9,0,accept
25,1,113,3,2.5,0,reject
30,5,125,4,0.5,0,accept
50,24,195,1,1.7,0,reject
34,9,105,3,1.2,0,reject
44,18,75,2,3.5,0,accept
36,9,40,2,1,0,reject
39,14,61,3,0.5,137,reject
54,24,75,2,4.5,0,reject
33,8,122,1,0,0,reject
39,14,75,3,3,0,reject
41,15,59,4,0.2,0,reject
40,13,24,3,1,0,reject
29,3,175,3,3.3,329,accept
51,27,39,2,0.8,182,reject
54,30,145,2,6.8,0,reject
47,22,24,4,0.4,142,reject
53,28,20,3,0.1,0,reject
30,5,85,1,2.6,0,reject
28,3,65,3,2.6,0,reject
60,35,191,4,5.6,0,accept
51,26,11,2,0,0,reject
63,37,40,2,1,167,reject
38,13,54,3,0.7,196,reject
59,35,95,1,3.8,0,reject
53,29,94,4,1,0,reject
31,5,79,4,2.2,0,reject
41,17,48,3,0.3,0,reject
25,1,70,4,2.6,0,reject
27,3,40,3,0.1,111,reject
50,24,44,4,1.8,0,reject
50,25,43,1,1.4,137,reject
43,18,29,1,0.3,0,reject
50,24,188,3,1.3,184,accept
46,20,114,1,0,0,reject
30,6,52,3,0.7,0,reject
42,16,13,1,0.2,0,reject
42,17,95,3,0.5,0,reject
29,3,84,1,2.9,0,reject
38,14,49,1,1.8,0,reject
51,25,181,1,1.7,0,reject
35,10,182,1,0.3,229,accept
37,13,70,2,2.7,0,reject
47,21,79,3,1.1,185,reject
55,29,61,4,2.8,0,reject
65,41,121,2,2.1,0,reject
58,33,34,3,0.2,83,reject
54,28,183,1,1,442,reject
52,28,51,1,1.6,0,reject
28,2,70,3,0.3,0,reject
32,8,39,1,1.7,0,reject
51,24,84,3,2,0,reject
43,18,122,1,7,0,reject
42,18,145,1,1.7,132,reject
42,17,98,2,0.4,0,reject
41,16,79,1,1,233,reject
34,8,38,2,2,0,reject
30,6,49,3,0.7,196,reject
32,7,38,1,1,0,reject
46,20,91,4,2.6,0,reject
38,12,29,4,0.2,0,reject
37,13,172,2,6.5,0,reject
32,8,104,2,3.7,0,accept
35,9,58,1,2.5,0,reject
30,5,171,2,1.9,0,accept
30,4,73,3,3.3,0,accept
58,32,191,1,2.9,0,reject
57,27,90,2,4.5,0,reject
34,9,55,3,2.3,0,reject
31,4,28,1,2,0,reject
39,14,42,1,2.5,0,reject
57,33,9,1,0.1,91,reject
47,21,65,1,1.5,0,reject
51,26,134,4,4.5,0,accept
30,6,83,4,3.4,0,reject
55,28,38,3,1,0,reject
32,6,13,4,0.3,0,reject
32,7,143,3,2.9,0,accept
44,20,75,4,1.9,0,reject
33,7,120,1,3.2,0,accept
49,24,91,1,2.8,0,reject
32,6,99,2,1.5,0,reject
31,7,71,1,0.1,78,reject
37,13,111,1,0.8,0,reject
41,15,108,1,5.2,0,reject
56,32,158,1,7.4,0,reject
55,31,81,3,2.67,0,reject
49,23,12,2,0.1,0,reject
63,37,21,2,0.4,0,reject
55,30,55,4,0.9,215,reject
59,35,42,1,1.8,0,reject
41,16,81,2,0.4,0,reject
49,25,13,4,0.2,87,reject
48,23,132,1,0.6,157,reject
41,16,99,1,1,0,reject
50,26,23,4,0.2,0,reject
28,1,40,1,2,0,reject
36,11,181,3,1.4,0,accept
38,14,112,2,2.2,394,reject
34,9,138,2,7.8,227,reject
41,17,94,3,3.8,327,accept
43,19,113,1,1.7,0,reject
30,5,112,4,5,0,accept
37,12,190,2,3,475,reject
62,37,38,1,1.1,0,reject
40,16,32,1,1.4,158,reject
35,10,104,3,0.6,0,reject
64,40,43,1,1.9,0,reject
49,24,45,3,1.7,0,reject
24,-1,35,2,1.7,0,reject
36,10,42,4,1.2,0,reject
29,4,58,1,0.8,0,reject
29,3,103,4,3.4,0,accept
28,3,71,1,3.3,149,accept
33,7,14,1,0.4,98,reject
36,11,98,3,1.2,0,reject
42,17,90,1,0.1,0,reject
25,0,65,4,0.2,0,reject
28,2,19,4,0.4,0,reject
50,25,35,3,1.7,0,reject
34,9,71,4,1.3,0,reject
43,19,31,3,0.5,0,reject
62,38,43,4,1.2,0,reject
61,36,24,1,1.5,87,reject
45,19,58,2,0.4,0,reject
42,17,115,2,0.4,0,reject
39,15,168,2,8,152,reject
29,5,128,1,1.5,0,reject
45,20,138,1,7,0,reject
58,32,81,3,1.7,0,reject
29,3,41,4,1.3,0,reject
32,7,123,2,2.9,0,accept
37,13,71,2,2.7,94,reject
48,23,8,1,0.4,0,reject
40,14,42,2,0.7,101,reject
29,4,62,2,2.5,184,reject
36,12,22,4,1,91,reject
35,8,38,4,1,0,reject
35,11,24,4,0.4,0,reject
62,37,50,3,2.4,0,reject
26,1,190,4,1.3,197,accept
32,7,94,2,3.1,0,reject
63,37,165,4,5.1,0,accept
38,12,43,4,1.2,0,reject
50,26,48,1,1.6,0,reject
46,21,52,3,2.7,228,reject
50,24,84,4,4.9,0,reject
61,36,131,1,0.9,0,reject
34,8,44,4,0.2,0,reject
27,2,78,4,0.2,87,reject
61,36,15,4,0.4,0,reject
45,20,38,4,1.9,144,reject
50,25,84,1,1.3,0,reject
44,20,122,1,0.3,0,reject
62,36,98,2,2.8,0,reject
45,18,80,3,2.67,0,reject
41,17,165,2,8,0,reject
30,5,121,2,3.3,0,reject
61,37,20,3,0.4,94,reject
45,19,11,1,0.2,91,reject
59,35,45,1,1.8,0,reject
30,6,118,2,2.8,0,accept
60,36,14,2,0.3,109,reject
39,13,30,3,0.2,0,reject
56,30,45,1,0.2,98,reject
56,32,80,3,2.67,0,reject
27,1,25,4,0.3,0,reject
66,41,144,1,2.5,0,reject
43,19,84,4,0.2,297,reject
53,29,22,2,0.4,0,reject
44,18,33,3,1.5,0,reject
54,28,60,4,2.6,0,reject
31,6,81,4,2.2,116,reject
38,13,169,1,6.8,0,accept
28,2,63,2,1.6,0,reject
51,26,12,2,0.7,109,reject
52,27,15,4,0.8,101,reject
64,38,39,1,0.5,0,reject
29,4,44,4,2,0,reject
34,10,110,1,4,0,reject
33,8,130,3,6.3,99,accept
46,21,41,1,1.4,128,reject
48,22,59,1,1.4,241,reject
52,28,39,2,0.8,0,reject
44,19,35,4,0,0,reject
51,27,80,1,2.6,0,reject
47,20,81,1,2.67,0,reject
39,13,31,2,0.8,0,reject
42,17,93,4,1.9,0,reject
57,33,45,4,1.5,204,reject
36,12,40,2,0.6,0,reject
27,1,80,2,1.6,185,reject
31,7,20,1,0.4,0,reject
63,37,41,1,0.5,0,reject
34,8,31,1,0.3,104,reject
52,27,35,4,0.2,0,reject
57,31,40,3,1.4,137,reject
63,39,84,1,1.8,0,reject
26,1,53,2,1.6,0,reject
35,5,85,4,4,0,reject
58,33,138,2,3.9,0,reject
32,2,71,2,1.75,108,reject
64,39,113,1,0.8,0,reject
50,23,23,2,1,0,reject
34,9,62,3,2.3,0,reject
36,11,14,4,0.2,100,reject
43,18,60,2,2.2,0,reject
28,4,94,3,0.8,236,reject
64,39,83,3,1.8,0,reject
60,35,130,3,6.3,437,accept
62,37,61,4,1.7,0,reject
27,2,92,2,3.1,178,reject
42,16,20,2,0.8,117,reject
45,20,194,2,8.8,428,reject
36,10,74,1,2.5,0,reject
48,22,84,2,0.4,145,reject
65,40,98,3,1.8,333,reject
39,15,52,3,2.33,0,reject
51,26,55,1,1.3,236,reject
30,6,64,4,3.4,117,reject
65,40,128,1,2.5,162,reject
38,13,113,4,1.7,0,accept
29,3,50,3,1.1,0,reject
42,18,54,4,2.2,0,reject
63,38,129,1,0.9,366,reject
46,21,82,4,0.4,0,reject
62,38,100,4,1.7,0,reject
58,34,44,4,2.2,0,reject
56,30,164,4,0.5,234,accept
56,31,81,2,3.7,121,reject
34,10,71,1,0.1,257,reject
42,17,28,1,0.5,90,reject
30,6,80,3,1.5,219,reject
61,35,90,4,1.9,0,reject
38,14,74,1,3.6,0,reject
50,25,14,2,0.7,0,reject
61,36,23,2,0.5,103,reject
41,17,153,1,1.7,337,reject
42,16,38,3,0.9,0,reject
29,5,112,2,2,382,reject
51,26,145,1,8.1,397,reject
32,6,28,2,0.3,88,reject
34,9,31,4,1.1,0,reject
26,2,195,1,6.33,0,reject
54,24,50,3,2,0,reject
38,14,71,4,2,0,reject
62,36,21,3,0.3,0,reject
37,11,35,2,0.8,125,reject
46,21,42,1,2.4,0,reject
52,27,78,4,3.6,141,reject
32,6,73,4,2.2,0,reject
49,25,53,2,1,181,reject
28,3,51,2,1.6,123,reject
55,30,40,2,2.3,0,reject
52,26,178,1,1,0,reject
32,6,35,2,0.3,0,reject
31,7,192,1,0,0,accept
27,3,123,1,5.4,0,reject
32,5,48,2,1.67,0,reject
52,26,45,3,0.6,0,reject
52,28,15,1,0.2,0,reject
50,24,79,1,0.3,120,reject
32,5,63,4,2,0,reject
61,35,30,2,0.2,0,reject
60,36,145,4,6.9,380,accept
28,4,32,3,1,0,reject
34,9,64,2,0.1,224,reject
31,7,84,1,0.1,0,reject
31,5,21,1,0.4,0,reject
62,38,99,4,1.7,0,reject
47,22,35,2,1.3,0,reject
50,24,180,1,1.7,0,reject
36,12,42,1,1.33,0,reject
26,0,179,4,2.1,0,accept
51,27,42,4,0.1,0,reject
52,25,180,2,9,297,accept
35,11,82,4,3.4,0,reject
42,16,55,2,0.7,149,reject
36,12,79,2,2.2,0,reject
41,17,48,2,0.6,215,reject
49,25,93,1,2.7,0,reject
57,32,23,2,0.2,0,reject
44,20,50,3,2.33,200,reject
60,34,85,2,2,0,reject
38,14,35,1,1.5,97,reject
26,2,171,3,6,0,accept
29,2,29,4,1.5,0,reject
59,35,84,1,1.8,0,reject
51,27,20,4,0.5,0,reject
50,25,14,1,0.4,0,reject
35,10,179,1,8.6,357,reject
61,37,48,1,0.8,158,reject
42,16,74,1,2.8,0,reject
55,29,53,1,1.4,0,reject
50,25,83,1,2.8,0,reject
64,40,171,2,2.1,433,reject
54,28,85,4,4.9,0,reject
50,26,38,4,0.9,0,reject
31,5,85,3,1.6,157,reject
32,8,79,1,0.1,0,reject
44,19,69,4,0.4,0,reject
60,35,43,3,0.9,0,reject
60,34,33,2,0.3,101,reject
62,38,42,3,0.1,149,reject
46,21,40,4,1.9,122,reject
57,33,43,1,1.8,0,reject
30,5,20,4,0.5,117,reject
58,32,65,3,2.5,222,reject
39,13,139,3,3.4,483,accept
60,35,135,3,0.3,0,accept
59,34,84,3,1.6,0,reject
50,26,179,1,2.9,0,accept
63,39,45,4,1.3,86,reject
27,3,109,2,2.5,0,reject
54,29,34,4,0.1,0,reject
62,37,162,1,1.3,0,reject
60,34,105,2,1.4,0,reject
38,12,22,3,0.2,0,reject
34,8,82,2,1.8,178,reject
65,41,105,4,1.7,230,reject
55,31,62,1,1.8,0,reject
57,31,82,2,2,83,reject
27,3,72,4,0,0,reject
35,10,38,4,1.7,0,reject
52,28,25,4,1,0,reject
45,15,20,1,0.75,0,reject
29,3,80,4,1.8,0,reject
44,18,84,3,1.1,0,reject
47,23,33,1,1,0,reject
62,37,55,3,0.9,0,reject
52,27,33,2,0.7,0,reject
47,23,190,4,0.3,305,accept
42,18,43,1,0.3,158,reject
65,41,45,3,0.1,0,reject
42,18,141,1,3.5,0,reject
40,16,69,4,2.4,0,reject
32,8,78,4,0.1,0,reject
40,15,84,1,3.7,0,reject
55,29,172,1,5.2,0,accept
32,6,51,4,0.2,154,reject
58,28,75,1,1.4,0,reject
46,22,183,1,3.1,0,accept
53,23,20,4,0.4,0,reject
63,39,101,2,3.9,294,accept
40,14,129,1,5.9,0,accept
41,17,63,2,3.2,0,reject
60,35,44,4,2.1,0,reject
65,39,184,1,5.4,176,accept
59,33,100,2,2,127,reject
48,24,12,3,0.4,0,reject
59,33,68,2,2.3,128,reject
33,8,48,1,1,212,reject
40,15,82,2,0.4,0,reject
42,18,52,2,2.5,0,reject
65,41,154,2,4.6,0,accept
30,4,39,1,1.5,0,reject
30,4,40,1,0.3,0,reject
42,17,54,4,1.9,164,reject
32,8,32,2,1,103,reject
55,30,64,2,2.3,0,reject
29,3,92,2,1.3,287,reject
64,38,40,1,2.5,94,reject
37,11,60,3,0.5,0,reject
31,5,85,2,1.3,119,reject
25,-1,21,4,0.4,90,reject
31,5,35,1,0.6,171,reject
32,7,52,2,0.1,0,reject
58,34,128,1,7.4,0,reject
26,2,195,1,6.33,0,reject
51,25,68,2,1.5,117,reject
65,41,55,2,1.1,0,reject
43,17,55,1,0.2,0,reject
46,21,80,4,0.4,0,reject
28,3,123,1,0.8,146,reject
63,37,90,4,1.9,106,reject
59,29,61,1,1.4,0,reject
42,15,41,3,2.5,0,reject
58,33,43,2,1.6,0,reject
39,13,71,3,0.1,162,reject
36,12,25,4,1,0,reject
60,33,154,1,3,0,accept
47,21,141,1,2.4,0,reject
29,4,22,2,0.9,110,reject
52,28,145,2,6.8,0,reject
41,16,49,3,0.5,0,reject
63,37,109,1,2,0,reject
59,34,80,3,0.5,0,reject
44,20,82,4,1.4,201,reject
54,28,52,4,2.5,0,reject
29,5,85,3,2.5,0,reject
51,25,148,1,1,0,reject
63,39,160,2,2.1,0,reject
36,11,39,4,1.7,0,reject
42,16,25,2,0.8,0,reject
51,25,33,1,1.4,0,reject
47,20,38,3,2.5,0,reject
40,16,85,4,0.2,0,reject
54,28,48,1,0.2,0,reject
47,21,15,4,0.6,77,reject
35,10,94,1,0,174,reject
28,4,120,2,0.6,0,reject
45,19,60,1,0.7,159,reject
33,9,145,2,4.33,277,reject
62,36,29,2,0.7,0,reject
45,18,78,3,2.67,0,reject
59,35,59,4,1.2,0,reject
58,28,80,2,4.5,0,reject
52,26,180,1,1,0,reject
34,8,8,3,0.1,83,reject
65,35,23,1,1.5,0,reject
48,23,79,2,3.8,0,reject
44,19,78,2,3.8,268,reject
61,37,64,1,0,0,reject
40,14,64,4,0.2,0,reject
65,39,160,4,3.8,237,accept
28,4,43,1,1,102,reject
67,42,32,1,1.1,0,reject
35,9,179,2,0,76,reject
60,35,8,1,0.1,0,reject
58,32,63,1,1.6,0,reject
55,30,40,2,2.3,0,reject
34,9,99,4,2.2,155,reject
35,9,141,2,4.5,0,accept
28,4,159,1,1.5,0,reject
38,12,39,2,0.3,174,reject
62,38,99,4,1.7,0,reject
30,4,18,4,0.3,0,reject
38,12,38,2,0.3,0,reject
33,8,133,1,0,0,reject
58,34,84,2,2.8,0,reject
59,35,60,1,0,0,reject
52,28,178,3,5.4,147,accept
36,12,18,1,0.5,0,reject
45,21,73,1,0.8,0,reject
49,23,125,1,7.3,0,reject
52,26,91,1,4.3,0,accept
54,28,74,2,1.1,0,reject
30,4,35,2,0.3,0,reject
65,39,113,1,2,0,reject
34,8,52,4,2.2,0,reject
30,6,191,2,4.4,0,accept
51,25,18,1,0.3,93,reject
52,27,25,2,0,0,reject
43,18,50,4,1.9,0,reject
35,10,75,4,0.7,0,reject
56,26,92,2,4.5,0,reject
57,32,33,2,2,0,reject
58,32,65,3,2.2,0,reject
53,28,44,3,1.7,0,reject
45,21,183,2,1.4,354,reject
44,20,175,2,1.4,0,reject
54,28,28,4,1.5,0,reject
41,17,49,4,2.2,0,reject
52,26,45,4,1.8,0,reject
43,17,64,4,3,221,accept
63,38,22,3,0.1,90,reject
54,30,120,1,7.4,119,reject
33,8,175,2,6.7,102,reject
25,-1,101,4,2.3,256,reject
41,16,104,1,1,0,reject
40,16,155,4,0.1,0,accept
43,18,58,1,2.4,0,reject
36,10,80,4,2.2,0,reject
57,33,45,1,1.8,195,reject
34,9,134,1,4.6,164,reject
38,14,58,4,2,153,reject
47,21,20,1,0.2,0,reject
39,13,25,4,1.5,0,reject
45,20,55,1,0.3,0,reject
62,37,155,1,1.3,0,reject
59,34,30,1,1.3,0,reject
61,37,39,4,0.4,0,reject
36,12,73,4,2,188,reject
58,34,41,4,1.3,0,reject
55,30,34,4,0.1,157,reject
29,5,21,3,0.9,119,reject
34,8,11,4,0.3,0,reject
61,35,154,2,6.9,0,reject
50,20,19,4,0.4,0,reject
52,26,101,2,2.4,0,reject
39,15,24,1,1,116,reject
55,29,131,2,2.7,0,reject
33,9,105,1,4,0,reject
47,21,52,1,1.2,194,reject
57,32,21,4,0.9,113,reject
57,31,45,3,1.4,198,reject
40,14,39,1,2,0,reject
50,25,192,2,2.8,238,reject
29,5,195,1,4.3,0,reject
46,22,83,3,0.7,0,reject
42,15,34,3,1,0,reject
59,33,49,4,1.7,104,reject
31,1,60,4,4,244,reject
51,25,41,4,1.8,0,reject
35,10,72,3,2.3,285,reject
59,35,102,4,3,115,accept
35,10,31,3,1.3,0,reject
46,20,73,1,1.5,128,reject
34,9,89,1,0,0,reject
55,29,19,4,0.7,121,reject
64,40,63,4,1.2,0,reject
34,9,104,3,1.2,0,reject
61,35,40,1,0.8,128,reject
63,39,92,2,0,0,reject
59,33,72,2,0.7,226,reject
51,27,44,3,1.9,141,reject
41,16,114,4,3.5,0,accept
37,13,73,4,2.4,0,reject
64,40,63,4,1.2,0,reject
44,20,69,1,0.8,184,reject
62,37,42,3,1.5,0,reject
50,26,88,1,2.7,0,reject
43,18,98,2,0.4,0,reject
34,8,65,1,3,227,accept
38,13,12,2,0.3,104,reject
29,5,122,4,3,0,accept
39,14,12,2,0,0,reject
53,29,24,2,0.2,0,reject
43,19,170,4,4.25,318,accept
61,36,184,4,2.3,342,accept
46,20,25,4,0.6,125,reject
57,31,131,2,2.7,0,reject
59,33,50,2,2.3,0,reject
52,28,21,2,0.4,0,reject
29,3,55,3,1.1,0,reject
57,32,124,1,0.2,0,accept
49,23,58,4,2.6,188,reject
39,13,72,2,2.8,0,reject
56,31,192,1,7,0,accept
63,38,83,3,1.8,0,reject
37,12,93,1,2.8,0,reject
56,26,38,3,1,110,reject
45,20,55,4,1.9,164,reject
66,41,11,3,0.1,0,reject
40,15,85,2,0.4,0,reject
50,24,124,1,4.9,266,reject
60,36,129,2,6,0,reject
31,7,180,1,4.3,0,reject
40,14,74,4,1.4,0,reject
36,6,138,1,7,86,accept
55,29,111,2,3.6,0,accept
54,28,83,3,0.8,0,reject
35,10,33,4,1.7,87,reject
55,29,21,4,0.7,0,reject
36,10,35,2,0.3,98,reject
66,41,105,1,0.8,0,reject
38,14,103,1,0.8,0,reject
58,32,75,2,2.3,0,reject
41,17,33,1,0.7,104,reject
60,34,52,4,1.7,0,reject
47,23,89,1,2.6,0,reject
62,36,63,1,2.5,0,reject
48,23,84,4,3.1,0,accept
61,36,44,4,2.1,0,reject
29,3,29,3,1,0,reject
45,21,29,1,0.3,0,reject
39,14,22,2,0.3,0,reject
31,6,53,4,2.2,114,reject
39,14,24,2,0.3,0,reject
63,38,153,1,1.3,455,reject
28,2,31,2,0.3,0,reject
56,30,21,2,0.7,0,reject
31,6,180,2,6.7,0,reject
46,20,82,3,0.7,0,reject
42,18,90,4,0.8,245,reject
53,29,154,4,7.4,0,accept
41,17,99,2,1.8,0,reject
61,36,153,1,2.6,0,accept
31,5,93,2,3.1,0,accept
62,38,53,1,0,0,reject
59,34,18,3,1.3,104,reject
49,24,70,1,2.9,0,reject
65,39,100,4,1.7,0,reject
30,6,193,3,6.3,0,accept
32,7,125,1,0,0,reject
56,31,68,2,0,0,reject
36,10,55,1,2,95,reject
58,34,152,4,3.6,0,accept
27,3,84,3,1.5,0,reject
41,16,13,2,0,0,reject
59,35,33,4,0.4,131,reject
56,32,89,4,1,90,reject
52,26,93,1,2.4,0,reject
35,5,68,4,1.8,0,reject
47,21,85,2,1.7,0,reject
29,4,73,1,0.8,0,reject
31,6,83,4,2.2,106,reject
62,36,158,2,6.3,0,accept
48,18,182,4,6,0,accept
26,1,24,2,0.9,123,reject
60,34,102,2,2,0,reject
35,11,53,3,2.8,0,reject
40,15,175,2,3.3,0,reject
31,5,28,3,1,0,reject
50,25,14,4,0.8,0,reject
33,7,139,1,4,106,accept
37,11,34,3,0.9,0,reject
38,14,64,1,1.5,0,reject
63,38,84,4,0.1,0,reject
57,32,42,3,0.5,0,reject
61,35,63,1,1.6,0,reject
37,12,100,3,1.2,341,reject
51,25,190,2,4.2,0,accept
44,20,22,1,1,91,reject
